clean_text,Category,Urgency
popular near tech conference thanks sharing view event event reply disable notification,social_media,Low
answered query career advice user datawiz posted helpful solution view support site ticket,forum,Low
amazon security alert account frozen immediate action required subscription payment failed update payment bit fakeprize support fake,spam,Low
sarah johnson mentioned comment alex check emily amazing post reply message group,social_media,Low
post featured techtips sarah free weekend lisa amazing post reply message group,social_media,Low
clearance madness clothing hello valued member enjoy free shipping week shop expires date,promotions,Low
delivery rescheduled order updated privacy policy review change update effective aug,updates,Low
forum contest photo contest event start time prepare support site ticket,forum,Low
uber account safety hold unusual login pattern detected complete verification uber safety hold ride acct ride request meal delivery suspended security check passed,spam,Low
inheritance claim late relative following microsoft application rate dropped apply stop opt,spam,Low
ama session science professor earned achievement badge view profile wiki site page,forum,Low
fbi tax refund approval refund processed claim complete hrshrs,spam,Low
apple investment opportunity roi package couldn delivered tracking update ignore,spam,Low
forum digest webdev discussion trending linux comment view support site ticket,forum,Low
amazon password expiration following apple application rate dropped apply stop opt,spam,Low
suspicious activity google account refund processed claim complete hrshrs,spam,Low
google used new device refund processed claim bit fakeprize complete hrshrs,spam,Low
anniversary special free shipping week discover item shop new style code welcome extra,promotions,Low
watch later recommended article photo london received like comment insight insight post,social_media,Low
amazon inquiry refund processed claim bit fakeprize complete hrshrs,spam,Low
ama session science professor database upgrade completed successfully new feature new search notification faq thread,forum,Low
remote wipe confirmation enter wipe device data,verify_code,Low
double reward point today celebrate entire purchase valid code flash,promotions,Low
moderation notice community guideline update thread discussion started webdev setting thread,forum,Low
refund confirmation following google application rate dropped apply bit fakeprize stop opt,spam,Low
new featured guide programming event start time prepare wiki site page,forum,Low
answered query programming help user codemaster thread thread,forum,Low
account summary july statement ready activated request learn statement,updates,Low
warning violation home server setup thread discussion moved general support continue support site ticket,forum,Low
live webinar keynote group tech enthusiast live streaming join streaming event,social_media,Low
step verification code pin required transaction authorization linkedin,verify_code,Low
expert series space exploration nasa astrophysicist emma wilson taking question live live space submit question advance priority response episode recorded later viewing,social_media,Medium
wiki edit approved webdev event start time prepare thread,forum,Low
anniversary social platform group hiking buddy live streaming join streaming event,social_media,Low
scheduled maintenance dec midnight hotel booking new hour effective immediately dec est assignment confirmed manage booking status,updates,High
walmart survey reward complete survey voucher walmart survey win shop code survey,spam,Low
facebook security alert account frozen following google application rate dropped apply stop opt,spam,Low
order ord shipped item shipped ups tracking estimated delivery aug track track ord,updates,Low
inheritance claim late relative apple requires immediate password update click failure hrshrs cause lockout,spam,Low
live workshop keynote alex check emily amazing post reply message group,social_media,Low
moderator thread processed earned achievement badge view profile thread,forum,Low
inheritance claim late relative paypal requires immediate password update click failure hrshrs cause lockout,spam,Low
cyber physical security audit industrial control vulnerability report criticalinfrastructure issue reward program,forum,Low
new message tech enthusiast chat friend checked tech hub photo menu place cafe,social_media,Low
new user welcome package guide forum feature welcome earn new member badge completing tutorial,forum,Low
policy update privacy policy revised change effect sep summary change aug,updates,Low
chance black friday july deal end time item lowest price shop use code welcome,promotions,Low
news group follow article paris received like comment insight analytics content,social_media,Low
crispr germline editing moratorium notice international summit resolution compliance portal reporting requirement,updates,Low
live alert meetup scene group update hiking buddy posted photo trending digital artist weekend plan,social_media,Low
renew microsoft subscription immediate action required subscription payment failed update payment support scam,spam,Low
amazon password expiration messaged apple view bit fakeprize special offer membership,spam,Low
thread locked reason user webdev posted helpful solution view wiki site page,forum,Low
apple security alert account frozen paypal requires immediate password update click bit fakeprize failure hrshrs cause lockout,spam,Low
microsoft subscription suspended refund processed claim bit fakeprize complete hrshrs,spam,Low
student discount verify edu email discount student discount code student,promotions,Low
verification pin pin required login confirmation apple,verify_code,Low
limited stock final clearance celebrate entire purchase valid code flash,promotions,Low
user spotlight member spotlight trending webdev comment view wiki site page,forum,Low
appointment reminder smith oct est biometric login activated request learn status,updates,Low
memory week video paris received like comment insight analytics content,social_media,Low
safety recall model item processing ups tracking estimated delivery sep track statement,updates,Low
twitter authenticator security code enter sign page expires minute contact support,verify_code,Low
live starting soon ask ceo brand ceo taking question min prepare live ask ceo,social_media,Medium
facebook inquiry iphone pro logged minute ago verify secure account,spam,Low
moderator post processed thread discussion started datawiz setting thread,forum,Low
mod application open technical support thread discussion started webdev setting support site ticket,forum,Low
achievement unlocked trusted contributor revised rule effective immediately key change citation requirement news post review thread,forum,High
user spotlight member spotlight thread report thread,forum,Low
social platform trauma response tool detection harmful content join socialcare tech testing requires moderator experience,social_media,Medium
news john smith started new position group update photography group posted video trending digital artist favorite tech tool,social_media,Low
new message tech enthusiast chat alex check david weather look great reply message group,social_media,Low
linkedin withdrawal auth enter confirm password reset didn request ignore,verify_code,Low
microsoft workspace verification enter verify password reset session auto cancel invalid attempt,verify_code,Low
membership upgrade shipped achieved restaurant new hour effective immediately nov est assignment confirmed manage booking statement,updates,High
cooking solution verified recipe solved baking issue thread thread bread,forum,Low
new friend request david kim mike check lisa amazing post reply chat hiking,social_media,Low
verification pin pin required login confirmation microsoft,verify_code,Low
forum maintenance scheduled user webdev report thread,forum,Low
service interruption resolved restaurant car rental main pool closed aug maintenance oct gmt assignment confirmed manage booking update,updates,Low
answered query career advice thread report wiki site page,forum,Low
instagram copyright strike appeal post removed music violation appeal instagram copyright appeal social case igcp permanent account deletion imminent resolved multiple previous warning issued account,spam,Low
moderation notice community guideline update thread discussion started pixelartist setting support site ticket,forum,Low
early access clearance event start celebrate entire purchase valid code save,promotions,Low
double reward point week celebrate entire purchase valid code vip,promotions,Low
policy update cookie policy change item shipped fedex tracking estimated delivery aug track update,updates,Low
early access summer sale start hello valued member enjoy buy free shop expires date,promotions,Low
data usage alert monthly quota item cancelled ups tracking estimated delivery aug track status,updates,Low
moderation notice community guideline update user datawiz posted helpful solution view thread,forum,Low
memory week alex check lisa weather look great reply message group,social_media,Low
post featured foodchallenge photo paris received like comment insight analytics content,social_media,Low
netflix refund notification unusual login detected china secure account bit fakeprize account suspended,spam,Low
forum maintenance progress earned achievement badge view profile support site ticket,forum,Low
event invitation product launch aug group update photography group posted photo trending remote worker weekend plan,social_media,Low
data usage alert monthly quota confirm cancel statement address building,updates,Low
sarah johnson liked post friend checked tech hub photo menu place cafe,social_media,Low
post got new reaction group book club live streaming join streaming event,social_media,Low
amazon inquiry immediate action required subscription payment failed update payment support,spam,Low
new message photography group chat college reunion photo view album memory beach,social_media,Low
missed delivery confirmation paypal requires immediate password update click failure hrshrs cause lockout,spam,Low
birthday month perk extra month verify dob birthday code bdaymonth,promotions,Low
live product launch keynote love view profile user reply disable notification,social_media,Low
auto payment failed subscription july statement available view download status action needed payment scheduled,updates,High
new message hiking buddy chat article content video comment love disable notification notification,social_media,Low
forum digest photography discussion post report thread,forum,Low
news group follow inspiring view notification reply disable setting,social_media,Low
live alert product launch scene group update book club posted story trending digital artist favorite tech tool,social_media,Low
urgent claim prize iphone pro logged minute ago verify bit fakeprize secure account,spam,Low
linux reply graphic driver revised rule effective immediately key change citation requirement news post review support site ticket,forum,High
renew paypal subscription immediate action required subscription payment failed update payment bit fakeprize support scam,spam,Low
important phone number changed september statement available view download status action needed payment scheduled,updates,Medium
post featured techtips group hiking buddy invited rsvp event workshop,social_media,Low
news group follow alex free weekend emily amazing post reply message group,social_media,Low
popular near meetup story post photo comment great insight disable notification notification,social_media,Low
subscription modification confirmation request upgrade business pro plan processed new feature include unlimited collaborator advanced analytics priority support billing change effect immediately prorated adjustment review feature guide pro feature ref sub payment receipt updated service agreement attached,updates,High
ama session researcher thread report wiki site page,forum,Low
new follower lisa rodriguez view profile user sarah accept reject friend pending,social_media,Low
live alert meetup scene group update tech enthusiast posted post trending remote worker favorite tech tool,social_media,Low
verification step complete setup code case setup,verify_code,Low
software update available yesterday network connectivity problem fixed operational apology inconvenience,updates,Low
safety recall model thank payment applied account receipt status,updates,Low
memory week view profile user sarah accept reject friend pending,social_media,Low
verification pin use verification code device iphone pro location los angeles,verify_code,Low
live alert product launch scene video paris received like comment insight analytics content,social_media,Low
authentication token pin required transaction authorization microsoft,verify_code,Low
news adam smith started new position product director innovate tech congratulate update adam newrole,social_media,Low
account summary august statement ready password encryption activated request learn status,updates,Low
answered query general discussion user codemaster thread support site ticket,forum,Low
temporary pin pin required account verification apple,verify_code,Low
new event product launch group hiking buddy invited rsvp event meetup,social_media,Low
private volcano science camp hawaii lava flow field access day program safety gear included,promotions,Low
poll vote weekend plan group hiking buddy live streaming join live conference,social_media,Low
news david kim started new position group update hiking buddy posted video trending digital artist favorite tech tool,social_media,Low
paypal security alert account frozen immediate action required subscription payment failed update payment support fake,spam,Low
appointment confirmed aug est abc airline new hour effective immediately nov midnight assignment confirmed manage booking status,updates,High
live product launch keynote beach vacation family view album album vacation,social_media,Low
hour sale buy free discover item shop new style code birthday extra,promotions,Low
google investment opportunity roi unusual login detected russia secure account bit fakeprize account suspended,spam,Low
final notice netflix end dear winner email won annual lottery click claim expire unsubscribe,spam,Low
hour sale buy free hello valued member enjoy buy free shop expires date,promotions,Low
clearance madness tool deal end time item lowest price shop use code birthday,promotions,Low
poll vote best summer destination grand canyon alex view album memory beach,social_media,Low
email binding code code transaction authorization share requested gmt,verify_code,Low
news group follow mike free weekend david amazing post reply chat hiking,social_media,Low
post featured workoutmotivation group photography group live streaming join live conference,social_media,Low
linkedin verification pin required transaction authorization twitter,verify_code,Low
live alert workshop scene group update book club posted story trending remote worker best summer destination,social_media,Low
inheritance claim late relative unusual login detected russia secure account account suspended,spam,Low
new follower tech startup magazine followed post trend follow profile techmagazine,social_media,Low
free dessert purchase loyal customer exclusive offer code flash,promotions,Low
chance warehouse clearance celebrate entire purchase valid code flash,promotions,Low
ama session tech ceo database upgrade completed successfully new feature new search notification faq wiki site page,forum,Low
free gift order favorite item don wait use code birthday,promotions,Low
anniversary special free shipping week favorite item don wait use code birthday,promotions,Low
microsoft egift card loyal customer facebook requires immediate password update click failure hrshrs cause lockout,spam,Low
appointment reminder smith aug midnight restaurant new hour effective immediately dec est assignment confirmed manage booking update,updates,High
moderator thread processed thread discussion moved general support continue wiki site page,forum,Low
early access new arrival start favorite item don wait use code flash,promotions,Low
facebook investment opportunity roi iphone pro logged minute ago verify bit fakeprize secure account,spam,Low
auth code required banking change requested gmt,verify_code,Low
anniversary discount loyal customer exclusive offer code flash,promotions,Low
forum contest photo contest revised rule effective immediately key change citation requirement news post review wiki site page,forum,High
security upgrade enabled yesterday payment processing issue fixed operational apology inconvenience,updates,Low
important payment date changed september statement available view download status action needed payment scheduled,updates,Medium
refund confirmation package couldn delivered tracking update bit fakeprize ignore,spam,Low
mod application open career advice thread discussion started webdev setting wiki site page,forum,Low
moderator thread processed user codemaster posted helpful solution view wiki site page,forum,Low
verification required use verification code device safari macos location chicago,verify_code,Low
event reminder conference user webdev posted helpful solution view wiki site page,forum,Low
google security alert account frozen following amazon application rate dropped apply bit fakeprize stop opt,spam,Low
google investment opportunity roi invoice inv ready view dispute hrshrs,spam,Low
auto payment failed subscription item processing ups tracking estimated delivery dec track status,updates,High
new follower john smith alex great event today david amazing post reply chat hiking,social_media,Low
post featured techtips beach vacation family view album memory beach,social_media,Low
nuclear waste transportation route change shipment scheduled oct alternate route map update hazard radius overlay,updates,Low
apple withdrawal auth access code account verification valid,verify_code,Low
paypal used new device dear winner email won annual lottery click claim expire unsubscribe,spam,Low
facebook authenticator pin required transaction authorization microsoft,verify_code,Low
popular near product launch video paris received like comment insight insight post,social_media,Low
new feature launch collaborative story create immersive storytelling experience collaborator new tool include multi camera editing synchronized soundtrack interactive poll collaborative story featured discovery feed start creating story collab tool complete tutorial challenge exclusive creator badge,social_media,Low
new device approval pin required password reset google,verify_code,Low
crypto opportunity roi guaranteed messaged netflix view special offer membership,spam,Low
appointment confirmed oct est confirm cancel update payment date building,updates,Low
final notice amazon end immediate action required subscription payment failed update payment support,spam,Low
forum maintenance complete comment report thread,forum,Low
new friend request lisa rodriguez view profile user sarah accept reject friend pending,social_media,Low
post featured techtips inspiring view notification reply disable notification,social_media,Low
membership upgrade cancelled achieved updated term service review change status effective nov,updates,Low
member exclusive extra clearance favorite item don wait use code save,promotions,Low
appointment confirmed nov gmt item delivered usps tracking estimated delivery sep track status,updates,Low
flash sale electronics discover item shop new style code welcome extra,promotions,Low
free gift membership deal end time item lowest price shop use code save,promotions,Low
apple workspace verification login confirmation enter share number,verify_code,Low
selected cruise refund processed claim bit fakeprize complete hrshrs,spam,Low
free shipping membership deal end time item lowest price shop use code birthday,promotions,Low
mike chen liked video group hiking buddy invited rsvp event meetup,social_media,Low
membership upgrade shipped achieved updated term service review change update effective dec,updates,Low
community announcement maintenance service unavailable window update include security patch performance improvement,updates,Low
software license compliance audit initiated vendor oracle corporation respond day portal case orc,updates,Low
apple transfer confirmation account verification enter share number,verify_code,Low
achievement unlocked reputation thread discussion started datawiz setting support site ticket,forum,Low
chance end season sale loyal customer exclusive offer code save,promotions,Low
account summary august statement ready updated user agreement review change update effective sep,updates,Low
crypto opportunity roi guaranteed messaged amazon view special offer membership,spam,Low
achievement unlocked trusted contributor thread discussion moved general support continue support site ticket,forum,Low
refund confirmation amazon requires immediate password update click failure hrshrs cause lockout,spam,Low
watch later recommended story group hiking buddy invited rsvp event workshop,social_media,Low
auto payment failed subscription hotel booking main pool closed aug maintenance oct pst assignment confirmed manage booking statement,updates,High
achievement unlocked expert helper thread report thread,forum,Low
payment confirmation digital receipt successfully processed payment invoice inv dated august transaction cleared visa ending detailed digital receipt available download receipt inv includes itemized charge tax documentation warranty information physical product accounting record updated accordingly retain confirmation expense reporting tax purpose contact account receivable day discrepancy,updates,Low
microsoft inquiry messaged netflix view bit fakeprize special offer membership,spam,Low
new follower john smith friend checked downtown cafe photo menu location venue,social_media,Low
news david kim started new position group photography group live streaming join streaming event,social_media,Low
post moved career advice revised rule effective immediately key change citation requirement news post review support site ticket,forum,High
event registration confirmed tech conference sep badge pickup registration,updates,Low
delivery rescheduled order new feature security update install status changelog included,updates,Low
identity verification required account recovery enter verification code valid min,verify_code,Low
selected luxury vacation refund processed claim complete hrshrs,spam,Low
safety recall model updated term service review change update effective dec,updates,Low
anniversary instagram group update tech enthusiast posted article trending startup founder best summer destination,social_media,Low
john smith mentioned comment friend checked central perk photo menu place cafe,social_media,Low
news lisa rodriguez started new position thanks sharing view profile user reply disable notification,social_media,Low
new friend request mike chen group update book club posted post trending startup founder best summer destination,social_media,Low
news sarah johnson started new position video post photo comment great insight disable notification notification,social_media,Low
school discount hello valued member enjoy extra clearance shop expires date,promotions,Low
new thread home gardening match alert user techguru post thread,forum,Low
forum digest programming discussion thread discussion moved general support continue thread,forum,Low
appointment reminder haircut dec gmt yesterday server maintenance fixed operational apology inconvenience,updates,Low
news sarah johnson started new position group update hiking buddy posted article trending startup founder weekend plan,social_media,Low
new message hiking buddy chat alex great event today david count reply chat hiking,social_media,Low
appointment reminder eye exam dec midnight confirm cancel update address building,updates,Low
email binding code enter confirm payment confirmation didn request ignore,verify_code,Low
ets test score authentication gre result flagged anomaly verify case ets,spam,Low
free gift membership discover item shop new style code flash extra,promotions,Low
selected cruise unusual login detected russia secure account account suspended,spam,Low
watch later recommended photo love view event event reply disable setting,social_media,Low
identity confirmation enter confirm payment confirmation didn request ignore,verify_code,Low
appointment confirmed nov pst biometric login activated request learn update,updates,Low
order shipped item shipped fedex tracking estimated delivery sep track statement,updates,Low
new arrival fall fashion live hello valued member enjoy extra clearance shop expires date,promotions,Low
new follower mike chen thanks sharing view event event reply disable setting,social_media,Low
hour sale extra clearance celebrate entire purchase valid code birthday,promotions,Low
flash sale electronics hello valued member enjoy extra clearance shop expires date,promotions,Low
live starting travel expert ask hidden gem live travel,social_media,Low
access authorization code required banking setting change requested gmt,verify_code,Low
software update available restaurant main pool closed aug maintenance dec est assignment confirmed manage booking statement,updates,Low
post moved general discussion trending gaming comment view thread,forum,Low
live alert meetup scene group photography group live streaming join live conference,social_media,Low
live alert webinar scene friend checked downtown cafe photo menu location venue,social_media,Low
inheritance claim late relative following apple application rate dropped apply stop opt,spam,Low
access code use verification code device safari macos location seattle,verify_code,Low
amazon refund notification unusual login detected nigeria secure account account suspended,spam,Low
moderation notice community guideline update revised rule effective immediately key change citation requirement news post review support site ticket,forum,High
post got new reaction group tech enthusiast live streaming join live conference,social_media,Low
news lisa rodriguez started new position friend checked downtown cafe photo menu location venue,social_media,Low
nearby product launch today group hiking buddy invited rsvp event meetup,social_media,Low
vip preview new arrival discover item shop new style code flash extra,promotions,Low
live interview startup founder streaming min set reminder live founder interview,social_media,Low
new arrival school live discover item shop new style code vip extra,promotions,Low
membership upgrade cancelled achieved updated term service review change status effective sep,updates,Low
identity verification prove ownership,verify_code,Low
free upgrade membership deal end time item lowest price shop use code birthday,promotions,Low
apple security alert account frozen unusual login detected romania secure account bit fakeprize account suspended,spam,Low
netflix investment opportunity roi dear winner email won annual lottery click claim expire unsubscribe,spam,Low
poll vote best summer destination friend checked downtown cafe photo menu place cafe,social_media,Low
service interruption resolved car rental updated term service review change update effective nov,updates,Low
forum digest linux discussion earned achievement badge view profile support site ticket,forum,Low
new friend request sarah johnson thanks sharing view notification reply disable setting,social_media,Low
new reply home server setup thread discussion started techguru setting wiki site page,forum,Low
service outage resolved restaurant new hour effective immediately dec pst assignment confirmed manage booking update,updates,High
apple subscription suspended unusual login detected nigeria secure account bit fakeprize account suspended,spam,Low
payment received invoice inv monthly statement available view download status action needed payment scheduled,updates,Low
auto payment failed subscription updated user agreement review change update effective nov,updates,High
selected cruise google requires immediate password update click failure hrshrs cause lockout,spam,Low
account summary july statement ready updated privacy policy review change statement effective dec,updates,Low
event reminder workshop trending gaming comment view wiki site page,forum,Low
clearance madness decor final clearance seasonal item clearance decor extra clear,promotions,Low
google withdrawal auth pin required account verification microsoft,verify_code,Low
forum contest photo contest trending cooking comment view support site ticket,forum,Low
data export requested content archive ready user data export,forum,Low
github verification access code transaction authorization valid,verify_code,Low
watch later recommended post article post photo comment love disable notification setting,social_media,Low
diplomatic communication release key ciphertext translation token dipl code usage declassification schedule embedded,verify_code,Low
netflix investment opportunity roi unusual login detected romania secure account account suspended,spam,Low
post moved programming help report report wiki site page,forum,Low
flight change override code emergency itinerary modification authorization override waif standard change fee reason code required financial reconciliation,verify_code,Low
school discount loyal customer exclusive offer code welcome,promotions,Low
renew facebook subscription iphone pro logged minute ago verify secure account,spam,Low
security upgrade enabled august statement available view download status action needed payment scheduled,updates,Low
delivery problem unusual login detected romania secure account account suspended,spam,Low
user spotlight member spotlight trending photography comment view support site ticket,forum,Low
new message tech enthusiast chat article new york received like comment insight analytics content,social_media,Low
new friend request david kim group update photography group posted video trending remote worker best summer destination,social_media,Low
inheritance claim late relative google requires immediate password update click failure hrshrs cause lockout,spam,Low
early access clearance event start discover item shop new style code birthday extra,promotions,Low
limited stock stock hello valued member enjoy buy free shop expires date,promotions,Low
algorithmic rap battle engine testing neural network rap generator join aihiphop lab lyric complexity metric,social_media,Low
missed delivery confirmation refund processed claim bit fakeprize complete hrshrs,spam,Low
john smith liked post college reunion photo view album album vacation,social_media,Low
chance black friday july final hour biggest sale end time,promotions,Low
netflix membership verification payment method declined premium account update billing info netflix payment update stream ref nfx immediate action required prevent service interruption loss watch history multiple device detected accessing account,spam,Low
forum digest book discussion thread discussion started pixelartist setting wiki site page,forum,Low
forum contest photo contest trending linux comment view thread,forum,Low
mod application open technical support user techguru thread thread,forum,Low
critical flight itinerary change operational adjustment american airline flight november significant schedule modification new departure time aircraft change boeing seat reassignment premium class compensation option accept travel voucher free rebooking day refund review change manage booking pnr confirm acceptance hour departure baggage allowance upgraded free checked bag inconvenience,updates,High
scheduled maintenance dec pst service unavailable window update include security patch performance improvement,updates,Low
final notice microsoft end paypal requires immediate password update click bit fakeprize failure hrshrs cause lockout,spam,Low
crypto opportunity roi guaranteed following apple application rate dropped apply stop opt,spam,Low
policy update privacy policy change hotel booking new hour effective immediately sep est assignment confirmed manage booking update,updates,High
apple subscription suspended unusual login detected nigeria secure account account suspended,spam,Low
event invitation workshop oct view profile profile john accept reject request,social_media,Low
early access new arrival start celebrate entire purchase valid code vip,promotions,Low
membership upgrade processing achieved monthly statement available view download update action needed payment scheduled,updates,Low
gaming reply python error user webdev posted helpful solution view support site ticket,forum,Low
nearby product launch today grand canyon alex view album memory beach,social_media,Low
wiki edit approved webdev earned achievement badge view profile support site ticket,forum,Low
netflix used new device invoice inv ready view bit fakeprize dispute hrshrs,spam,Low
step verification code enter verify account recovery session auto cancel invalid attempt,verify_code,Low
service interruption resolved hotel booking item cancelled ups tracking estimated delivery nov track update,updates,Low
twitter transfer confirmation enter verify account recovery session auto cancel invalid attempt,verify_code,Low
delivery rescheduled order new feature security update install update changelog included,updates,Low
policy update term service change thank payment applied account receipt status,updates,Low
new message lonely heart microsoft requires immediate password update click failure hrshrs cause lockout,spam,Low
netflix investment opportunity roi immediate action required subscription payment failed update payment support fake,spam,Low
apple withdrawal auth pin required account verification github,verify_code,Low
identity confirmation enter verify password reset session auto cancel invalid attempt,verify_code,Low
temporary security pas use verification code device iphone pro location los angeles,verify_code,Low
post got new reaction group update photography group posted photo trending startup founder favorite tech tool,social_media,Low
login alert verification step needed access code transaction authorization valid,verify_code,Low
software update available new feature security update install update changelog included,updates,Low
software update security patch critical update available fix vulnerability cve install update,updates,High
ama session tech ceo comment report thread,forum,Low
flash sale tool final hour biggest sale end time,promotions,Low
facebook egift card loyal customer netflix requires immediate password update click bit fakeprize failure hrshrs cause lockout,spam,Low
verification required pin required login confirmation github,verify_code,Low
stand comedy writing workshop humor algorithm development join computationalhumor lab punchline structure,social_media,Low
memory week video sydney received like comment insight insight post,social_media,Low
birthday reminder friend week friend checked tech hub photo menu place cafe,social_media,Low
nearby tech conference today view profile user sarah accept reject friend pending,social_media,Low
login code reply enter verify new device registration session auto cancel invalid attempt,verify_code,Low
live alert workshop scene view profile user sarah accept reject request,social_media,Low
paypal subscription suspended following paypal application rate dropped apply bit fakeprize stop opt,spam,Low
scheduled maintenance dec est updated privacy policy review change update effective dec,updates,Low
answered query general discussion database upgrade completed successfully new feature new search notification faq thread,forum,Low
login alert verification step needed access code login confirmation valid,verify_code,Low
post moved career advice comment report support site ticket,forum,Low
dropbox suspicious login russia detected lock account dropbox security lock cloud,spam,Low
auto payment failed subscription updated privacy policy review change update effective nov,updates,High
lisa rodriguez mentioned comment view profile profile john accept reject request,social_media,Low
post moved career advice user pixelartist comment thread,forum,Low
apple gift card claim survey participant reward available redeem use code survey,spam,Low
hour sale extra clearance celebrate entire purchase valid code vip,promotions,Low
community announcement new policy biometric login activated request learn status,updates,Low
new featured guide programming revised rule effective immediately key change citation requirement news post review support site ticket,forum,High
identity confirmation use verification code device chrome window location seattle,verify_code,Low
vip preview new arrival final hour biggest sale end time,promotions,Low
nearby meetup today alex check david count reply chat hiking,social_media,Low
global epidemic simulation framework pandemic prediction model api contribution epi simulator github simulation core upgrade,forum,Low
suspicious activity paypal account unusual login detected nigeria secure account account suspended,spam,Low
flash sale home decor loyal customer exclusive offer code flash,promotions,Low
adobe cloud storage pay restore access adobe storage upgrade creative user,spam,Low
amazon egift card loyal customer dear winner email won annual lottery click claim expire unsubscribe,spam,Low
appointment reminder eye exam nov est biometric login activated request learn status,updates,Low
renew google subscription dear winner email won annual lottery click claim expire unsubscribe,spam,Low
order processing thank payment applied account receipt status,updates,Low
news mike chen started new position photo content video comment love disable notification setting,social_media,Low
airbnb host account review guest safety concern reported submit documentation airbnb host verification stay abb new booking blocked pending property inspection certification upload,spam,Low
security notice suspicious login blocked september statement available view download status action needed payment scheduled,updates,Low
policy update cookie policy change updated user agreement review change status effective dec,updates,Low
news group follow alex free weekend emily count reply message group,social_media,Low
nearby workshop today love view event event reply disable setting,social_media,Low
popular near tech conference post paris received like comment insight analytics content,social_media,Low
clearance madness book deal end time item lowest price shop use code save,promotions,Low
identity confirmation code login confirmation share requested pst,verify_code,Low
gaming reply graphic driver event start time prepare support site ticket,forum,Low
anniversary special free dessert month celebrating year dine email complimentary cheesecake view location anniv,promotions,Low
warning violation home server setup user techguru comment wiki site page,forum,Low
export compliance training certificate expiry itar ear training expires sep retake training required facility access,updates,Low
free ipad survey messaged google view special offer membership,spam,Low
fbi tax refund approval apple requires immediate password update click failure hrshrs cause lockout,spam,Low
news john smith started new position group update book club posted post trending digital artist weekend plan,social_media,Low
memory week group update hiking buddy posted photo trending startup founder weekend plan,social_media,Low
netflix security alert account frozen facebook requires immediate password update click failure hrshrs cause lockout,spam,Low
post featured traveldiaries article post photo comment great insight disable notification notification,social_media,Low
new featured guide book thread discussion started datawiz setting wiki site page,forum,Low
live meetup keynote group tech enthusiast invited rsvp event workshop,social_media,Low
answered query general discussion revised rule effective immediately key change citation requirement news post review wiki site page,forum,High
step verification code login confirmation enter share number,verify_code,Low
login code reply token expires est support contact,verify_code,Low
annual community award nomination phase recognize outstanding contribution nominating peer helpful member best technical solution educational content submit nomination voting portal nominate category winner receives physical trophy premium lifetime membership featured interview nomination close august finalist determined combination peer vote moderator evaluation review previous winner nomination inspiration self nomination permitted community endorsement,forum,Low
live webinar keynote college reunion photo view album memory beach,social_media,Low
account summary monthly statement ready hotel booking main pool closed aug maintenance dec pst assignment confirmed manage booking update,updates,Low
moderator thread processed thread discussion started webdev setting wiki site page,forum,Low
selected maldives trip package couldn delivered tracking update ignore,spam,Low
event reminder conference database upgrade completed successfully new feature new search notification faq support site ticket,forum,Low
watch later recommended story group hiking buddy invited rsvp event meetup,social_media,Low
policy update privacy policy change confirm cancel status address building,updates,Low
policy update term service change hotel booking main pool closed aug maintenance nov pst assignment confirmed manage booking statement,updates,Low
crypto opportunity roi guaranteed macbook air logged minute ago verify secure account,spam,Low
birthday reminder friend tomorrow article sydney received like comment insight analytics content,social_media,Low
security upgrade password encryption enabled updated cookie policy review change status effective oct,updates,Low
apple verification token expires est support contact,verify_code,Low
appointment confirmed nov est thank payment applied account receipt statement,updates,Low
anniversary social platform alex check david weather look great reply chat hiking,social_media,Low
authentication token code account verification share requested gmt,verify_code,Low
moon mineral right claim registration lunar regolith extraction zone lsr survey deposit access isu approval,updates,Low
apple inquiry immediate action required subscription payment failed update payment support,spam,Low
free iphone pro survey immediate action required subscription payment failed update payment bit fakeprize support fake,spam,Low
new event product launch group hiking buddy invited rsvp event workshop,social_media,Low
double reward point weekend discover item shop new style code save extra,promotions,Low
anniversary social platform inspiring view notification reply disable notification,social_media,Low
microsoft used new device invoice inv ready view dispute hrshrs,spam,Low
appointment reminder dentist aug pst yesterday server maintenance fixed operational apology inconvenience,updates,Low
apple password expiration following netflix application rate dropped apply bit fakeprize stop opt,spam,Low
google transfer confirmation access code transaction authorization valid,verify_code,Low
order processing item shipped dhl tracking estimated delivery dec track update,updates,Low
facebook investment opportunity roi ipad pro logged minute ago verify secure account,spam,Low
double reward point weekend loyal customer exclusive offer code save,promotions,Low
nearby meetup today sarah great event today lisa weather look great reply chat hiking,social_media,Low
forum maintenance scheduled trending linux comment view thread,forum,Low
payment received invoice inv new feature dark mode performance boost install status changelog included,updates,Low
scheduled maintenance dec est password encryption activated request learn statement,updates,Low
forum digest techsupport discussion thread discussion started codemaster setting support site ticket,forum,Low
step verification code token expires pst support contact,verify_code,Low
answered query programming help trending gaming comment view support site ticket,forum,Low
anniversary twitter group hiking buddy invited rsvp event workshop,social_media,Low
backup access key use primary unavailable store securely,verify_code,Low
data usage alert monthly quota confirm cancel status email building,updates,Low
policy update privacy policy change item processing ups tracking estimated delivery nov track update,updates,Low
moderator comment processed user webdev report thread,forum,Low
watch later recommended post view profile user sarah accept reject request,social_media,Low
paypal inquiry unusual login detected china secure account account suspended,spam,Low
hour sale free shipping week loyal customer exclusive offer code birthday,promotions,Low
account summary august statement ready biometric login activated request learn update,updates,Low
